2026-05-24T101153Z,Dispatch,Dispatch 2026-05-24T101153Z,shipped,Claude,-,2026-05-24,task=c57188a9508145f4b502c0c690e94c88; outcome=success
W11-AGENT-FIRST-PIVOT,Process,W11 pivot: agentic coding agent is the target user; UX is secondary,shipped,Claude,-,2026-05-25,"Decision doc: see coord/reviews/agent-as-user-panel/SYNTHESIS.md (5/5 YES-IF) + coord/reviews/context-preservation-panel/SYNTHESIS.md (4/4 converge on summary-default API). 4 existing W11 rows (INSTALLER, START-WIZARD, DASHBOARD-DEFAULT, MORNING-EMAIL) marked deferred to W15+ humans-inherit track. 10 new agent-first rows queued across 3 sub-waves (11-A entry, 11-B SDK + context preservation, 11-C telemetry + cross-platform). Token-economics insight: harness moves ~75-85% of token VOLUME but ~1-3% of dollar COST by routing to subscription engines; the agent-first W11 maximizes this offload + preserves operator-agent's context window."
W11-AGENT-INIT-VERB,Production,harness agent init --target <path> one-shot bootstrap,shipped,Claude,-,2026-05-25,"Wave 11-A root row. New src/harness/agent/__init__.py module + harness agent init CLI subcommand. Writes 7 files to fresh target: .env (template; HARNESS_KIMI/DEEPSEEK/MIMO/ANTHROPIC/GEMINI_API_KEY + DPAPI hint + COST_MAX_PER_SESSION hint), .gitignore (only if absent), adapter.py (single-file starter; PascalCase class from target basename; documented upgrade path to package), CLAUDE.md (marker-gated append or create; <800 chars snippet), .harness/config.json (schema_version 1 + created_at + project metadata), .harness/STATUS.csv (project-scoped header), .harness/dispatched/.gitkeep. Operator safety: refuses self-target by default (exit 2) per locked-in decision; --allow-self opt-in. STATUS.csv collision -> exit 3 (data file). --dry-run plans without touching disk. Idempotent: re-run preserves existing files; .env/adapter.py skip-on-exist; CLAUDE.md marker-gated append. 25 new tests cover all acceptance criteria including idempotency, self-refuse, dry-run, collision, project-type variants, adapter-class derivation, env-template keys, gitignore secrets, claude.md char-budget, cli exit codes."
W11-DPAPI-CROSS-PLATFORM,Production,.env-first secrets with DPAPI as Windows opt-in,shipped,Claude,-,2026-05-25,"New src/harness/secrets/env_file.py (.env parser + writer; idempotent write_key preserves comments + ordering) + src/harness/secrets/resolve.py (central resolve_key with precedence: os.environ > .env > DPAPI fallback; gracefully skips DPAPI on non-Windows via try/except NotImplementedError). harness/engines/concrete.py::get_engine() rewired to route through resolve_key() so Linux/Mac agents work without DPAPI. prefer_dpapi=True preserves pre-W11 Windows-operator flow (DPAPI checked before .env). default_env_path() walks up looking for .harness/+.env adjacent dir. source_of() reports per-key source for UI surfaces. 24 new tests in test_secrets_cross_platform.py cover: env_file parse/write/quoted/comments/malformed/export-prefix/empty-as-missing, resolve_key precedence with monkeypatched sys.platform for win32/non-win32, dpapi unavailable graceful fallback, default_env_path discovery, source_of, end-to-end engine init via .env on non-Windows."
W11-CLAUDE-MD-TEMPLATE,Production,Per-project-type CLAUDE.md templates (<800 chars),merged,Claude,-,2026-05-25,MERGED into W11-AGENT-INIT-VERB per planning panel P3 + P5 + alignment-check 2026-05-25. Avoids two competing templates. Init writes the canonical template directly; standalone template library deferred to W12+ if multi-variant adapters surface as a real need. Single-file template variants (python/node/generic) still selectable via harness agent init --project-type <type>.
W11-PYTHON-SDK-API,Production,SPLIT into W11-PYTHON-SDK-API-STUBS + W11-PYTHON-SDK-API-IMPL per planning panel,split,Claude,-,2026-05-25,SPLIT per planning panel P5 (TDD designer): the SDK contract should land EARLY as stubs (so other 11-B/C rows target stable contract) while the real impl lands LAST after telemetry + retrieve + frugal-return + cache stabilize. See child rows W11-PYTHON-SDK-API-STUBS (Wave 11-A.5) and W11-PYTHON-SDK-API-IMPL (Wave 11-D).
W11-PYTHON-SDK-API-STUBS,Production,Empty importable from harness import dispatch/retrieve/budget_status + type stubs,shipped,Claude,-,2026-05-25,"src/harness/_sdk.py defines the frozen agent-facing API contract: dispatch()/retrieve()/budget_status() with full signatures + DispatchResult dataclass (context-frugal defaults: text=None, truncated=True, summary='', content_ref, error_excerpt, tokens_in/out, cost_usd, fallback_chain) + .full() lazy-fetch method + HarnessSDKError hierarchy. Bodies raise NotImplementedError pointing at W11-PYTHON-SDK-API-IMPL / W11-AGENT-TELEMETRY / W11-RETRIEVE-API rows. src/harness/__init__.py re-exports as from harness import dispatch; src/harness/__init__.pyi type-stubs. 20 new tests cover imports/subprocess/signatures/dataclass shape/stub-pointer-messages/.pyi-parseable/exception-hierarchy."
W11-PYTHON-SDK-API-IMPL,Production,Replace stubs with real impl; mypy --strict; final release gate,shipped,Claude,2026-05-24,2026-05-25,Wave 11-D (final release gate). Replace W11-PYTHON-SDK-API-STUBS NotImplementedError bodies with real impl wired to dispatch_packet / retrieve / budget.record_dispatch. All 10 agent-first rows shipped before this row lands. SHIPPED: harness.dispatch() routed through dispatcher.dispatch_packet (prompt-as-text writes tempfile / prompt-as-path uses file / engine-as-list forces first). DispatchResult.full() implemented via retrieve(scope='full') with on-instance caching. _to_sdk_result boundary converts dispatcher's dataclass to SDK contract. return_mode shaping (summary strips text / ref strips text+summary / full preserves all). HARNESS_DISPATCH_CACHE_BYPASS honored via no_cache flag. 15/15 new dispatch_impl tests pass; obsolete stub tests rewritten. Also folds in W11-L5-OUTPUT-CONTRACT audit fixes: M02/M10 advisory_lock around prune+append + record_restart_outcome (concurrent-race protection); K01/M06/M07 harness today now ALWAYS surfaces L5 escalations (CRITICAL flag + watchdog consecutive failures); spec/wave-11-plan.md updated with W11-COST-VISIBILITY-WIDGET acceptance criteria. Wave 11 COMPLETE: 12/12 production rows shipped.
W11-CONTEXT-FRUGAL-RETURN,Production,SPLIT into SCHEMA + LAZY per risk-analyst,split,Claude,-,2026-05-25,SPLIT per planning panel P4 (risk analyst): risky context refactor decomposed into two ship-able commits to isolate breakage. See child rows W11-CONTEXT-FRUGAL-RETURN-SCHEMA (Wave 11-B step 1) and W11-CONTEXT-FRUGAL-RETURN-LAZY (Wave 11-B step 3).
W11-CONTEXT-FRUGAL-RETURN-SCHEMA,Production,DispatchResult schema change + DISPATCH_FULL_BY_DEFAULT feature flag,shipped,Claude,-,2026-05-25,"DispatchResult dataclass extended with 4 new fields (safe defaults preserve all 46 existing call sites): summary (head+tail extract, ≤300 chars), truncated bool, error_excerpt (~200-char error top-level), content_ref (opaque pointer for W11-DISPATCH-CACHE). _extract_summary() does rule-based head+tail (5+5 lines + elision marker; tail-preservation critical per panel C5). _extract_error_excerpt() truncates with ... marker. _dispatch_full_by_default() reads HARNESS_DISPATCH_FULL_BY_DEFAULT env (default True; flipped False in -LAZY row). Success-path dispatch_packet populates summary always + text/truncated based on flag. 16 new tests cover extraction helpers + schema + feature flag + backward-compat. Full suite: 1925 -> 1942 zero regression. Commit: a8c3489."
W11-CONTEXT-FRUGAL-RETURN-LAZY,Production,.full() lazy fetch from content store + flip feature flag default,shipped,Claude,-,2026-05-25,dispatch_cache.store_for_retrieve + lookup_by_id helpers (dispatch_id-keyed axis). dispatcher success path writes full payload to .harness/dispatched/<dispatch_id>.json + sets DispatchResult.content_ref=dispatch_id. Full text stored regardless of HARNESS_DISPATCH_FULL_BY_DEFAULT flag so future flip safely supports lazy fetch. Cache-write failures swallowed; dispatch still succeeds. Default flag flip DEFERRED to W11-DISPATCH-DEFAULT-FRUGAL followup row (or W12) — 81 .text-callers across worker/integrator/coord/tests haven't been audited yet. 8 new tests + test pinning default-flag-true as regression-protect. SDK DispatchResult.full() wraps this in W11-PYTHON-SDK-API-IMPL (Wave 11-D).
W11-DISPATCH-CACHE,Production,Same packet hash returns cached deliverable no re-dispatch,shipped,Claude,-,2026-05-25,"src/harness/engines/dispatch_cache.py module: compute_cache_key(content,adapter_path) -> <content_hash>__<adapter_hash> (truncated SHA-256; adapter file edits invalidate via hash change). lookup(key, project_root, ttl_sec) reads + drops expired entries lazily; corrupted entries auto-deleted. store(key, payload, project_root) accepts dataclass OR dict; routes through W9 atomic_write_json for kill-during-write safety. invalidate(key) for explicit eviction; clear_all() for full sweep. cache_stats() reports entries + total_bytes for telemetry. HARNESS_DISPATCH_CACHE_TTL_SEC env (default 24h; 0 = never expire; invalid = default). Cache dir resolves to <project_root>/.harness/dispatched/ (agent-target-project scoped). 24 new tests cover key format, content-changes-key-changes, adapter-edit-key-changes, missing-adapter-marker, roundtrip, miss-on-unknown, dataclass-input, dir-creation, valid-JSON-on-disk, TTL expiry + cleanup, env reading, corrupted-entry-cleanup, invalidate + clear_all, cache_stats, atomic-write integration."
W11-RETRIEVE-API,Production,harness.retrieve(dispatch_id scope='full'|'summary'|'chunks') for on-demand,shipped,Claude,-,2026-05-25,"harness.retrieve(dispatch_id, scope, chunk_size_tokens, project_root) implemented in _sdk.py. Reads from dispatch_cache.lookup_by_id (cache populated by W11-CONTEXT-FRUGAL-RETURN-LAZY). Three scopes: summary (cheap; cached summary string), full (entire text; burns context), chunks (list of chunk_size_tokens*4-char segments for RAG-style paginated read). ResultNotFoundError on missing id with operator-friendly message (never-ran / cache-cleared / wrong-project-root hints). ResultCorruptedError on missing summary/full_text fields (sentinel-based detection distinguishes missing key from empty value). ValueError on invalid scope. 13 new tests cover all 3 scopes, default-scope-is-summary, chunks-reassemble-to-full, chunk-size-respected, small-text-single-chunk, error cases (missing id / invalid scope / corrupted-missing-summary / corrupted-missing-full), end-to-end dispatch_id roundtrip, typical agent workflow pattern. Updated test_sdk_stubs.py to reflect retrieve is now implemented."
W11-AGENT-TELEMETRY,Production,budget_status() returns offload_ratio + remaining_budget + per-engine counts,shipped,Claude,-,2026-05-25,"harness.budget_status(since_hours, ledger_path) impl in _sdk.py. Returns offload+cost telemetry: session_tokens_total, session_cost_total, offload_ratio (sub_tokens/(sub+paid)), remaining_budget_usd (COST_MAX_PER_SESSION env default $5), dispatches_fired, engines_used dict, avg_cost_per_token, cost_max_per_session_usd. Subscription engines (kimi/mimo/swarm/*) treated as zero-cost for offload. Reads via budget.summary() from JSONL ledger. Payload <2KB poll-friendly. 22 tests cover shape/empty/multi-engine/offload-bounds/avg-cost/remaining-budget/since_hours/idempotent. Also bundled: 20-agent audit panel infra (audit_w_action_panel20.py + audit_w11_all_panel20.py) for operator's retroactive+active 10-Kimi+10-MiMo audit directive."
W11-CROSS-PLATFORM-OBSERVER,Production,cron alternative to Windows Task Scheduler for observer,shipped,Claude,2026-05-24,2026-05-25,Wave 11-C. Per panel A4: Windows Task Scheduler dependency breaks the harness for any Mac/Linux agent. Add cron-based observer arming with same cycle semantics. Detection: harness observer arm picks cron OR Task Scheduler based on platform. Tests verify both paths via mock subprocess. SHIPPED: src/harness/observer/cron_scheduler.py with register/unregister/scheduler_status + is_unix_like dispatch helper. Uses HARNESS_OBSERVER: marker comment to preserve operator non-harness entries. 23/23 tests pass.
W11-ADAPTER-VALIDATE-JSON,Production,adapter validate --json for agent auto-correction loops,shipped,Claude,-,2026-05-25,"--json flag added to harness adapter validate. _validate_exc_to_json_errors() converts Pydantic ValidationError + yaml.YAMLError + FileNotFoundError + generic Exception into structured {project, status, errors[]} payload. Each error has {field, line, severity, message, suggested_fix}. Pretty output preserved when --json not passed. Exit 0 for valid, 1 for errors. 10 new tests in tests/test_adapter_validate_json.py cover: helper paths (file-not-found, YAML error, Pydantic ValidationError, generic Exception), CLI integration (valid ok status, missing-file structured error, ValueError structured error, pretty path unchanged, error pretty path unchanged, JSON always parseable)."
2026-05-24T121153Z,Dispatch,Dispatch 2026-05-24T121153Z,shipped,Claude,-,2026-05-24,task=3315ba58767341c1af10b4c5182a9ec7; outcome=success
2026-05-24T131155Z,Dispatch,Dispatch 2026-05-24T131155Z,shipped,Claude,-,2026-05-24,task=9fecf760408c4d0d85dc6f120cab23c0; outcome=success
2026-05-24T141153Z,Dispatch,Dispatch 2026-05-24T141153Z,shipped,Claude,-,2026-05-24,task=241679e8683e4314b4384a676be8cde7; outcome=success
2026-05-24T151156Z,Dispatch,Dispatch 2026-05-24T151156Z,shipped,Claude,-,2026-05-24,task=54ccdf094d9840458c42b505c7ff7bc2; outcome=success
